date,Date (aggregated based on UTC),Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,PRISM_ppt_mm,BaroPress,airRH,airT,date,CRNS,Bare
2023-10-17,2023-10-17,5930.25,0.0091825072817114,108.90485312230196,2439.1021656655707,0.188684115732327,2387.624434044631,0.1852569580078125,3.992809731822937e-06,788.1500000000001,0.1135,0.079,0.078,0.131,0.0957987763155309,0.0,0.0,11.675,11.025,9.275,9.05,0.0,788.1500000000001,23.25,19.925,2023-10-17,0.1852569580078125,839.577280284973
2023-10-18,2023-10-18,5923.521739130435,0.0091881598124026,108.8413266991538,2474.4515556593715,0.1752324429195455,2421.7393409511387,0.1737299380095108,4.030947300740896e-06,790.6916666666666,0.1111249999999999,0.0769166666666666,0.0769791666666666,0.131125,0.0938875692261076,0.0022280200577435,0.0011451466452144,6.6312500000000005,7.20625,8.05625,8.762500000000001,0.0,790.6916666666666,44.82708333333333,10.470833333333331,2023-10-18,0.1737299380095108,842.860929871268
2023-10-19,2023-10-19,5769.229166666667,0.0093104049452317,107.41373135713236,2492.1729143960583,0.1689143646466202,2436.6613257469994,0.1690266927083333,4.21900653040594e-06,793.9812499999999,0.1102083333333333,0.0766875,0.0764166666666666,0.131,0.0933005854152373,0.0029123057698609,0.0014968524051675,6.385416666666667,6.797916666666667,7.483333333333333,8.518749999999999,0.0,793.9812499999999,47.00833333333333,10.725,2023-10-19,0.1690266927083333,843.5255575935989
2023-10-20,2023-10-20,5864.458333333333,0.0092349806509812,108.29470109681492,2539.30118383772,0.1523628216008828,2492.4579743195272,0.1517740885416666,3.481426738207667e-06,792.9499999999999,0.1076041666666666,0.0764375,0.0761875,0.131,0.0920490078931782,0.0043713521695947,0.002246765802069,5.670833333333333,6.270833333333333,7.175,8.389583333333334,0.0,792.9499999999999,39.96875,10.785416666666668,2023-10-20,0.1517740885416666,848.3011939957086
2023-10-21,2023-10-21,6179.708333333333,0.008995863230756,111.1693364882322,2552.697252105667,0.1481376757109684,2511.0928148003227,0.146582285563151,3.067809963569512e-06,788.3041666666667,0.1045625,0.076375,0.0758541666666666,0.1309166666666666,0.0906470496558494,0.0060057072796052,0.0030867834961705,5.452083333333333,5.991666666666667,6.90625,8.233333333333333,0.0,788.3041666666667,34.19583333333333,10.7875,2023-10-21,0.146582285563151,827.3990034813268
2023-10-22,2023-10-22,6345.4375,0.0088777397611308,112.64959771893736,2543.797258200199,0.1509545631233297,2499.8973545306894,0.1496925354003906,3.2524483325458725e-06,784.9250000000001,0.1015416666666666,0.0766458333333333,0.0757916666666666,0.1301875,0.0893916194828164,0.0074692449684791,0.0038390053034805,5.829166666666667,6.245833333333334,6.933333333333334,8.122916666666667,0.0,784.9250000000001,35.23125,11.035416666666668,2023-10-22,0.1496925354003906,827.5770970106363
2023-10-23,2023-10-23,6545.75,0.0087407870968606,114.4141018165301,2592.089644506685,0.1357578912344954,2546.778068350632,0.1368522644042968,3.2935211509871823e-06,781.6708333333332,0.098375,0.0767916666666666,0.075875,0.13,0.0880823622504089,0.0089955324078115,0.0046234789147973,6.039583333333333,6.314583333333334,6.9437500000000005,8.052083333333334,0.0,781.6708333333332,35.31666666666667,10.7875,2023-10-23,0.1368522644042968,833.1152032867755
2023-10-24,2023-10-24,6561.979166666667,0.0087298741487519,114.55628576034076,2600.2740610196265,0.133225446268652,2554.511828904186,0.1348037719726562,3.3175485497479583e-06,782.6270833333333,0.0949583333333333,0.076875,0.0759791666666666,0.13,0.0866561852805592,0.0106581208904003,0.0054780078570264,5.760416666666667,6.177083333333333,6.939583333333334,8.045833333333333,0.0,782.6270833333333,39.15416666666667,9.141666666666667,2023-10-24,0.1348037719726562,826.685368029017
2023-10-25,2023-10-25,6487.5625,0.0087797788765782,113.9049678481469,2589.1637183794887,0.1365380318587888,2541.159322840925,0.1382548014322916,3.498314695225486e-06,784.3791666666666,0.0912291666666666,0.0765833333333333,0.0756666666666666,0.13,0.0848890082463981,0.0127182356207631,0.0065368553588846,4.970833333333333,5.670833333333333,6.7,7.95625,0.0,784.3791666666666,44.04166666666666,8.168750000000001,2023-10-25,0.1382548014322916,822.6298570276679
2023-10-26,2023-10-26,6638.583333333333,0.0086791645831419,115.22388623752688,2603.7297585723168,0.1322365235056596,2553.52101797292,0.135107676188151,3.643478573820051e-06,782.38125,0.0883958333333333,0.0765624999999999,0.0755833333333333,0.129875,0.0836381221282881,0.014176476005348,0.007286354484137,5.3125,5.5625,6.366666666666667,7.78125,0.0,782.38125,43.68541666666667,8.645833333333334,2023-10-26,0.135107676188151,834.1133804981749
2023-10-27,2023-10-27,6220.0625,0.0089668479960842,111.53085959312811,2527.9673844091844,0.1564997208404454,2463.118812046393,0.1607907613118489,4.875095898930934e-06,787.0666666666666,0.0869583333333333,0.0770416666666666,0.0757916666666666,0.1294583333333333,0.0832008098802036,0.014686279712974,0.0075483808530096,5.30625,5.970833333333334,6.714583333333334,7.727083333333333,3.2215,787.0666666666666,87.25833333333333,2.45,2023-10-27,0.1607907613118489,840.327839745008
2023-10-28,2023-10-28,6075.875,0.0090778995483833,110.20920076703696,2429.6256836684142,0.1973501065642555,2362.251088604234,0.1994171142578125,5.299670049281025e-06,783.7937499999999,0.1187083333333333,0.0774791666666666,0.07575,0.129,0.0970190452349225,0.0014225478982845,0.0007311540790288,4.68125,5.433333333333334,6.4875,7.702083333333333,7.3585997,783.7937499999999,84.54583333333333,3.93125,2023-10-28,0.1994171142578125,914.3251304570317
