Date (aggregated based on UTC),Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,PRISM_ppt_mm,BaroPress,airRH,airT
2023-06-29,,0.009526639957549795,104.97880325300298,2055.3731983105845,0.081164752683615,2007.5928238233892,0.07087568803267046,,,,,,,,,,,,,,,
2023-06-30,,0.009657358582751489,103.55483586156616,2048.0353424452737,0.08297504310483177,1984.9686871673737,0.07502237955729167,,,,,,,,,,,,,,,
2023-07-01,5231.604166666667,0.00975986635858104,102.47205615773446,2054.1978728996633,0.08158682874541748,1987.7907861157848,0.07458241780598958,0.03441304347826087,0.05660869565217391,0.10570454545454545,0.11484090909090909,0.06456562755478508,0.0,0.0,11.811363636363637,11.752272727272727,11.229545454545455,10.254545454545454,0.0,786.8375,67.7625,12.44375
2023-07-02,5307.416666666667,0.00970310370838656,103.06548256177798,2062.242885722217,0.0794334366721017,1993.2505895583597,0.07340113321940105,0.03384782608695652,0.05643478260869565,0.10404545454545454,0.11413636363636365,0.06386260411605614,0.0008020516510904397,0.0003860633310930191,12.386363636363637,12.197727272727274,11.418181818181818,10.225,1.0135,786.3208333333333,61.62291666666667,13.864583333333334
2023-07-03,5339.270833333333,0.00969694801026084,103.13294406762503,2064.6485412065995,0.07891470218567363,1998.8949356653102,0.07244364420572917,0.03456521739130435,0.055086956521739124,0.10218181818181817,0.11375,0.06324594562964245,0.001505572942046617,0.0007246995931244487,12.904545454545454,12.563636363636363,11.65,10.290909090909091,0.04,785.4791666666666,56.35,15.066666666666668
2023-07-04,5360.5,0.00962669039515344,103.88701422785552,2076.2239078905186,0.07631570628856603,1993.5662984834753,0.07341766357421875,0.03352173913043478,0.05447826086956521,0.1000888888888889,0.11318181818181819,0.06214131411692976,0.0027658033693842457,0.001331304861078548,13.802272727272726,13.336363636363636,12.16590909090909,10.468181818181819,0.0,783.8916666666668,59.97083333333333,15.700000000000001
2023-07-05,5391.604166666667,0.009635595741811387,103.78921008962614,2079.297253448121,0.07556141196203213,2004.0185758769674,0.0714734395345052,0.03256521739130435,0.05380434782608696,0.09830434782608696,0.113,0.061151838155769654,0.0038946573799953366,0.0018746727839071115,13.331818181818182,13.195454545454545,12.388636363636364,10.713636363636363,0.3013,783.94375,59.93541666666667,15.377083333333333
2023-07-06,5483.75,0.009506072637076509,105.2235447919436,2090.9972985825,0.07302961565590582,2032.574455161759,0.06668980916341145,0.03173913043478261,0.05306521739130434,0.09645652173913044,0.11186363636363636,0.0600937254519594,0.0051018163371207995,0.002455732379648883,13.265909090909092,12.93409090909091,12.127272727272727,10.763636363636364,0.0,783.6750000000001,55.91041666666666,15.529166666666667
2023-07-07,5592.791666666667,0.0094574308724872,105.74984545200577,2086.5764393360273,0.07394511799896951,2027.5591999222052,0.06742604573567708,0.03069565217391304,0.05191304347826087,0.09434782608695652,0.11134090909090909,0.058818048556261354,0.006557185680570299,0.00315626673543368,13.2,12.95909090909091,12.172727272727274,10.790909090909091,0.0,781.9416666666666,49.76458333333333,15.25625
2023-07-08,5640.395833333333,0.00941714134754537,106.2005463987282,2100.3576746005415,0.07088416330750677,2047.268570820903,0.06414794921875,0.029695652173913047,0.050847826086956524,0.09213043478260868,0.11102272727272727,0.05757873264074583,0.007971072219060423,0.0038368335618905033,13.775,13.425,12.420454545454545,10.861363636363636,0.0,781.3249999999999,46.225,16.235416666666666
2023-07-09,5634.520833333333,0.009433330474119437,106.01339242757912,2132.011215607535,0.06404928124640001,2080.5661563501176,0.058690388997395836,0.027869565217391305,0.049543478260869564,0.09050000000000001,0.1104090909090909,0.05606592879327403,0.009696970328282003,0.004667585511926815,13.086363636363636,12.954545454545455,12.311363636363637,10.970454545454546,0.0,783.475,43.46041666666667,14.747916666666667
2023-07-10,5568.770833333333,0.00949338056690179,105.34193948280692,2119.1504116260626,0.06670781012200527,2055.8972515410624,0.0625597635904948,0.02663043478260869,0.04880434782608696,0.08893478260869565,0.10988636363636363,0.05497172984783978,0.010945298652005686,0.005268461765094937,13.68409090909091,13.325,12.395454545454545,10.986363636363636,0.0,784.59375,47.16041666666666,16.116666666666667
2023-07-11,5526.0625,0.009524109357633192,105.00273859716019,2130.0930696909363,0.06446237312688793,2061.1704241923367,0.061747233072916664,0.025543478260869567,0.048239130434782604,0.08756521739130434,0.10902272727272727,0.05400408693045597,0.01204924420602141,0.005799840133743893,14.338636363636363,13.795454545454545,12.68409090909091,11.125,0.0,785.6374999999999,48.91041666666666,17.072916666666668
2023-07-12,5490.25,0.009524226810054773,105.00670325993191,2140.6093563751906,0.062323488185519936,2052.629942325262,0.06317774454752605,0.024543478260869566,0.04797826086956521,0.0862391304347826,0.10815909090909091,0.05317456571340216,0.0129956121720105,0.006255369361684195,15.40227272727273,14.711363636363636,13.279545454545454,11.311363636363636,0.0,785.4208333333332,52.94166666666666,18.347916666666666
2023-07-13,5609.041666666667,0.009428144796454839,106.07226298506197,2138.350703761305,0.06273343711126274,2063.1373281249057,0.061398824055989586,0.023869565217391305,0.04752173913043478,0.08508695652173913,0.10761363636363637,0.05247127757558764,0.01379796580782426,0.006641578051530688,14.986363636363636,14.536363636363637,13.470454545454546,11.588636363636363,0.0,784.7291666666666,55.262499999999996,17.260416666666668
