Date (aggregated based on UTC),Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,PRISM_ppt_mm,BaroPress,airRH,airT
2023-06-27,,0.009056755366837333,110.4340560588897,2007.6923972225031,0.15860628431608767,1968.7359265928317,0.12998721474095395,,,,,,,,,,,,,,,
2023-06-28,,0.00907573072240724,110.21013702586093,2018.6437416200843,0.15434251928791334,1976.3291128189105,0.12786390516493057,,,,,,,,,,,,,,,
2023-06-29,,0.009022828841326618,110.83362959069291,2030.669964059636,0.14774922553299427,1985.4333471376478,0.12346629607371795,,,,,,,,,,,,,,,
2023-06-30,,0.00909603755178673,109.94606303195778,2046.8251958528872,0.14171522028775027,1987.3945319357354,0.12313995361328126,,,,,,,,,,,,,,,
2023-07-01,5883.673913043478,0.009204634569721456,108.6449022657318,2047.744389848598,0.14091844152008323,1984.5078275892508,0.12378438313802083,0.053127659574468085,0.051234042553191486,0.05612765957446808,0.056,0.05334923568806418,0.0,0.0,11.434042553191489,10.580851063829787,9.763829787234043,8.91063829787234,0.6522,764.2760869565217,68.25217391304348,11.26304347826087
2023-07-02,5932.729166666667,0.009159613321080758,109.18290724856065,2054.47775363178,0.13832361028290582,1989.824716357602,0.1221462151943109,0.051916666666666667,0.0503125,0.05466666666666667,0.05579166666666666,0.052242566441352015,0.0012726604035176933,0.0006284486304093228,12.897916666666667,11.735416666666666,10.297916666666667,8.94375,0.0,763.9520833333332,58.081250000000004,14.004166666666668
2023-07-03,6007.541666666667,0.009125944732047968,109.58321499441547,2070.3045104046228,0.13256329491855323,2010.2621897327178,0.11575838414634146,0.05053191489361702,0.048787234042553196,0.053212765957446805,0.05461702127659575,0.05081097258230596,0.002918981401177867,0.001441413482096297,14.046808510638298,12.53404255319149,10.76808510638298,9.12127659574468,0.0,763.2770833333334,46.18958333333333,16.045833333333334
2023-07-04,6042.270833333333,0.009065215597342736,110.32047755313324,2071.69029556779,0.13216702813928277,2003.5928989585075,0.1179107666015625,0.049212765957446815,0.04734042553191489,0.05157446808510638,0.05391489361702127,0.04942135729824062,0.004517027387733535,0.002230539794823652,14.408510638297873,13.068085106382979,11.22340425531915,9.336170212765957,0.0,761.8270833333332,49.177083333333336,15.739583333333334
2023-07-05,6084.416666666667,0.009070569025407146,110.25634224017551,2081.9817123664075,0.12863065854846206,2013.2267418009876,0.11504592895507812,0.04800000000000001,0.04587234042553192,0.05029787234042553,0.052978723404255315,0.048130052963036525,0.006002016603063583,0.0029638378812316723,13.970212765957447,12.651063829787235,11.144680851063828,9.519148936170213,0.0,761.6604166666666,55.885416666666664,15.262500000000001
2023-07-06,6227.8125,0.008916049348519573,112.16848708096462,2110.7303124856544,0.1183560360208029,2055.001061334802,0.10287319085536858,0.04643478260869566,0.04402173913043478,0.04873913043478261,0.05234782608695652,0.046534243782403624,0.00783718385090682,0.003870056335338777,13.991304347826087,12.963043478260868,11.384782608695653,9.63695652173913,0.0,761.4520833333332,51.69166666666666,15.020833333333334
2023-07-07,6323.702127659574,0.00889074153895735,112.4841043771626,2102.3803036638387,0.12129018957616566,2043.5687764487118,0.10612246864720394,0.044909090909090905,0.04268181818181818,0.04725000000000001,0.050909090909090904,0.04508217019307514,0.009507056367580115,0.004694651092243942,13.02727272727273,12.43409090909091,11.231818181818182,9.713636363636363,0.0,759.8787234042554,49.47659574468085,14.168085106382978
2023-07-08,6387.9375,0.008832328157876893,113.23171397252409,2120.8858135305945,0.115333392779892,2071.53106573854,0.0987548828125,0.04377272727272727,0.04163636363636364,0.04604545454545454,0.050090909090909096,0.043981018422518475,0.010773371719537626,0.005319966491705047,14.125,12.836363636363636,11.288636363636364,9.727272727272727,0.0,759.2354166666668,44.699999999999996,14.972916666666668
2023-07-09,6354.0625,0.00888199341346708,112.59108484927489,2138.418791486947,0.10937976541686344,2088.4880754818255,0.09399637361852134,0.042583333333333334,0.040375,0.0448125,0.04916666666666667,0.04277604414272636,0.01215908209118179,0.006004239989015644,13.020833333333334,12.295833333333334,11.152083333333332,9.779166666666667,0.0,761.3895833333332,40.362500000000004,14.464583333333332
2023-07-10,6300.5625,0.008935995188553215,111.91436328006235,2136.526276584388,0.11003144909493663,2067.7558045248784,0.09942850252477134,0.041687499999999995,0.03935416666666667,0.04370833333333333,0.04800000000000001,0.04177723640180317,0.013307702662663628,0.006571436880670724,13.475,12.604166666666666,11.25625,9.772916666666667,0.0,762.7166666666667,46.37708333333333,15.641666666666666
2023-07-11,6232.125,0.008962470956022005,111.58283368032797,2139.13793942169,0.10930108537663374,2072.979417257297,0.09807586669921875,0.041375,0.03872916666666667,0.042833333333333334,0.04710416666666667,0.04120434432076268,0.013966523777640105,0.006896767366515413,13.543750000000001,12.31875,11.13125,9.783333333333333,0.0,763.61875,49.14791666666667,16.120833333333334
2023-07-12,6230.020833333333,0.008939966328153082,111.86371901311153,2154.771989880269,0.1044554437816246,2075.27007152012,0.097412109375,0.04089583333333333,0.03829166666666667,0.04245833333333333,0.04645833333333333,0.040750419161006836,0.014488533925385684,0.0071545396375027985,14.616666666666667,13.174999999999999,11.570833333333333,9.88125,0.0,763.4791666666666,52.98333333333333,16.7625
2023-07-13,6357.145833333333,0.008861449838086056,112.8539547578273,2153.9033896925253,0.10477995200614793,2081.492213737911,0.09586197290665065,0.04041666666666666,0.03764583333333333,0.04177083333333333,0.045020833333333336,0.04011040571558065,0.01522454404957836,0.007517986597302748,14.483333333333334,13.129166666666668,11.685416666666667,10.025,0.0,762.8395833333334,50.92291666666667,16.681250000000002
2023-07-14,6415.3125,0.008830135503869371,113.25355948352305,2142.2110987797105,0.10830898365197707,2081.856572796347,0.09578584369860198,0.03991489361702128,0.037127659574468085,0.041,0.04451063829787234,0.039544603748022544,0.015875211593185355,0.007839290792437103,14.680851063829786,13.22340425531915,11.740425531914893,10.117021276595745,0.0,763.1708333333332,49.58958333333334,16.368750000000002
